title,location,price_final_pen,bedroom,bathroom,area,year_contruction,maintenance_num,housing_type,operation_type
Apartamento en alquiler en Ur. Armendariz,"Ur. Armendariz, Miraflores, Lima, Lima ",5400.0,3 dormitorios,2 baños,1 Medio baño,2022,304.0,Apartamento,Alquiler
Apartamento en alquiler en Urb San Borja,"Urb San Borja, Provincia de Lima, Provincia de Lima ",3600.0,3 dormitorios,1 baño,64 m²,2022,304.0,Apartamento,Alquiler
Apartamento en alquiler en San Isidro,"San Isidro, Lima, Lima ",6000.0,3 dormitorios,3 baños,200 m²,2000,645.0,Apartamento,Alquiler
Apartamento en alquiler en Miraflores,"Miraflores, Lima, Lima ",3000.0,2 dormitorios,2 baños,100 m²,2022,304.0,Apartamento,Alquiler
Apartamento en alquiler en Hu. Cercado De Miraflores,"Hu. Cercado De Miraflores, Miraflores, Lima, Lima ",3900.0,3 dormitorios,3 baños,160 m²,2022,720.0,Apartamento,Alquiler
Apartamento en alquiler en Urb Confraternidad,"Urb Confraternidad, Provincia de Lima, Provincia de Lima ",1800.0,1 dormitorio,1 baño,42 m²,2010,180.0,Apartamento,Alquiler
Casa en alquiler en Provincia de Lima,"Provincia de Lima, Provincia de Lima ",3900.0,3 dormitorios,4 baños,114 m²,1977,70.0,Casa,Alquiler
Apartamento en alquiler en Ah. San Hilarion,"Ah. San Hilarion, San Juan de Lurigancho, Lima, Lima ",850.0,2 dormitorios,1 baño,55 m²,2021,304.0,Apartamento,Alquiler
Apartamento en alquiler en Ah. San Hilarion,"Ah. San Hilarion, San Juan de Lurigancho, Lima, Lima ",850.0,2 dormitorios,1 baño,55 m²,2021,304.0,Apartamento,Alquiler
Apartamento en alquiler en Fundo Conde San Isidro,"Fundo Conde San Isidro, Provincia de Lima, Provincia de Lima ",6000.0,3 dormitorios,2 baños,200 m²,2000,654.0,Apartamento,Alquiler
Apartamento en alquiler en Ur. Risso,"Ur. Risso, San Isidro, Lima, Lima ",2995.0,1 dormitorio,2 baños,65 m²,2013,304.0,Apartamento,Alquiler
Apartamento en alquiler en Ur. Chacarilla Del Estanque,"Ur. Chacarilla Del Estanque, Santiago de Surco, Lima, Lima ",4950.0,3 dormitorios,3 baños,1 Medio baño,2022,304.0,Apartamento,Alquiler
Apartamento en alquiler en Ur. Lobaton,"Ur. Lobaton, San Isidro, Lima, Lima ",5400.0,3 dormitorios,3 baños,398 m²,1992,650.0,Apartamento,Alquiler
Apartamento en alquiler en Ur. Las Lagunas De La Molina Etapa Iii,"Ur. Las Lagunas De La Molina Etapa Iii, La Molina, Lima, Lima ",2250.0,3 dormitorios,2 baños,95 m²,2011,325.0,Apartamento,Alquiler
Apartamento en alquiler en Ur. Las Violetas,"Ur. Las Violetas, Santiago de Surco, Lima, Lima ",4775.0,3 dormitorios,2 baños,187 m²,1998,350.0,Apartamento,Alquiler
Apartamento en alquiler en Ur. Confraternidad,"Ur. Confraternidad, Barranco, Lima, Lima ",2100.0,2 dormitorios,2 baños,53 m²,2016,290.0,Apartamento,Alquiler
Apartamento en alquiler en Provincia de Lima,"Provincia de Lima, Provincia de Lima ",2700.0,3 dormitorios,2 baños,146 m²,1990,460.0,Apartamento,Alquiler
Apartamento en alquiler en Fundo Conde San Isidro,"Fundo Conde San Isidro, Provincia de Lima, Provincia de Lima ",3750.0,2 dormitorios,3 baños,180 m²,1992,790.0,Apartamento,Alquiler
Casa en alquiler en Surco,"Surco, Santiago De Surco, Lima, Lima ",4500.0,4 dormitorios,4 baños,310 m²,2022,304.0,Casa,Alquiler
Casa de playa en alquiler en Cerro Azul,"Cerro Azul, Cañete, Lima ",3000.0,4 dormitorios,3 baños,2 Medios baños,2010,300.0,Casa de playa,Alquiler
Casa en alquiler en Ur. San Ignacio De Monterrico (San Ignacio De Loyola),"Ur. San Ignacio De Monterrico (San Ignacio De Loyola), Santiago de Surco, Lima, Lima ",2000.0,2 dormitorios,1 baño,80 m²,1980,304.0,Casa,Alquiler
Apartamento en alquiler en Jardín,"Jardín, San Eugenio, Provincia de Lima, Provincia de Lima ",3000.0,3 dormitorios,2 baños,140 m²,2022,350.0,Apartamento,Alquiler
Apartamento en alquiler en Hu. Club Arabe,"Hu. Club Arabe, Santiago de Surco, Lima, Lima ",4800.0,3 dormitorios,2 baños,150 m²,2012,650.0,Apartamento,Alquiler
Apartamento en alquiler en Surquillo,"Surquillo, Urb Cercado de Miraflores, Provincia de Lima, Provincia de Lima ",2700.0,1 dormitorio,2 baños,97 m²,2019,350.0,Apartamento,Alquiler
Apartamento en alquiler en San Isidro,"San Isidro, Arequipa, Arequipa, Arequipa ",1700.0,3 dormitorios,2 baños,82 m²,1989,115.0,Apartamento,Alquiler
Apartamento en alquiler en Miraflores,"Miraflores, Arequipa, Arequipa ",3750.0,2 dormitorios,3 baños,100 m²,2022,300.0,Apartamento,Alquiler
Apartamento en alquiler en Ur. Covima,"Ur. Covima, La Molina, Lima, Lima ",1497.0,2 dormitorios,2 baños,70 m²,2000,50.0,Apartamento,Alquiler
Apartamento en alquiler en Ur. Valle Hermoso Oeste,"Ur. Valle Hermoso Oeste, Santiago de Surco, Lima, Lima ",7500.0,3 dormitorios,3 baños,367 m²,2000,1.0,Apartamento,Alquiler
Apartamento en alquiler en Surquillo,"Surquillo, Urb Cercado de Miraflores, Provincia de Lima, Provincia de Lima ",2100.0,1 dormitorio,2 baños,60 m²,2013,220.0,Apartamento,Alquiler
Apartamento en alquiler en Ur. Jardin,"Ur. Jardin, San Isidro, Lima, Lima ",3450.0,3 dormitorios,3 baños,136 m²,2012,500.0,Apartamento,Alquiler
Apartamento en alquiler en Fundo Conde San Isidro,"Fundo Conde San Isidro, Provincia de Lima, Provincia de Lima ",2100.0,1 dormitorio,1 baño,48 m²,2022,304.0,Apartamento,Alquiler
Apartamento en alquiler en Ur. Jardin,"Ur. Jardin, San Isidro, Lima, Lima ",3450.0,3 dormitorios,3 baños,136 m²,2012,500.0,Apartamento,Alquiler
Apartamento en alquiler en Santiago de Surco,"Santiago de Surco, Lima, Lima ",2250.0,3 dormitorios,2 baños,90 m²,2005,350.0,Apartamento,Alquiler
Apartamento en alquiler en Provincia de Lima,"Provincia de Lima, Provincia de Lima ",2550.0,2 dormitorios,3 baños,150 m²,2022,540.0,Apartamento,Alquiler
Apartamento en alquiler en Hu. Cercado De Miraflores,"Hu. Cercado De Miraflores, Miraflores, Lima, Lima ",2700.0,2 dormitorios,3 baños,100 m²,1967,120.0,Apartamento,Alquiler
Apartamento en alquiler en Provincia de Lima,"Provincia de Lima, Provincia de Lima ",1560.0,1 dormitorio,1 baño,50 m²,1980,100.0,Apartamento,Alquiler
Oficina en alquiler en Progreso,"Progreso, Urb Cercado de Miraflores, Provincia de Lima, Provincia de Lima ",1500.0,1 dormitorio,1 baño,38 m²,2003,304.0,Oficina,Alquiler
Apartamento en alquiler en Miraflores,"Miraflores, Arequipa, Arequipa ",6000.0,3 dormitorios,2 baños,207 m²,1980,790.0,Apartamento,Alquiler
Apartamento en alquiler en Santa Cruz,"Santa Cruz, Urb Jose Balta, Provincia de Lima, Provincia de Lima ",3600.0,3 dormitorios,2 baños,155 m²,2013,400.0,Apartamento,Alquiler
Apartamento en alquiler en Santa Anita,"Santa Anita, Lima, Lima ",1200.0,3 dormitorios,2 baños,120 m²,2003,100.0,Apartamento,Alquiler
Apartamento en alquiler en Ur. Chacarilla Del Estanque,"Ur. Chacarilla Del Estanque, San Borja, Lima, Lima ",8400.0,3 dormitorios,4 baños,383 m²,2010,1.0,Apartamento,Alquiler
Apartamento en alquiler en Chacarilla-Santa Cruz,"Chacarilla-Santa Cruz, Urb Cercado de Miraflores, Provincia de Lima, Provincia de Lima ",3900.0,3 dormitorios,3 baños,157 m²,2013,304.0,Apartamento,Alquiler
Apartamento en alquiler en Ur. Santa Cruz,"Ur. Santa Cruz, Miraflores, Lima, Lima ",4800.0,3 dormitorios,3 baños,130 m²,2015,500.0,Apartamento,Alquiler
Apartamento en alquiler en Ur. Trinidad,"Ur. Trinidad, Lima, Lima, Lima ",3500.0,5 dormitorios,3 baños,190 m²,1980,1.0,Apartamento,Alquiler
Apartamento en alquiler en Ur. Jacaranda,"Ur. Jacaranda, San Borja, Lima, Lima ",2400.0,2 dormitorios,2 baños,90 m²,2012,120.0,Apartamento,Alquiler
Apartamento en alquiler en Ur. Mayorazgo Etapa Iv,"Ur. Mayorazgo Etapa Iv, Ate, Lima, Lima ",1600.0,2 dormitorios,1 baño,54 m²,2022,100.0,Apartamento,Alquiler
Casa en alquiler en Sol De La Molina 2 Etapa,"Sol De La Molina 2 Etapa, Provincia de Lima, Provincia de Lima ",6000.0,3 dormitorios,2 baños,306 m²,2014,700.0,Casa,Alquiler
Casa en alquiler en Centro Urbano de Pucallpa,"Centro Urbano de Pucallpa, Coronel Portillo, Ucayali ",2500.0,5 dormitorios,4 baños,300 m²,2007,304.0,Casa,Alquiler
Apartamento en alquiler en Ur. Armendariz,"Ur. Armendariz, Miraflores, Lima, Lima ",5997.0,4 dormitorios,3 baños,230 m²,1997,700.0,Apartamento,Alquiler
Apartamento en alquiler en Cerros de Camacho,"Cerros de Camacho, Provincia de Lima, Provincia de Lima ",5400.0,3 dormitorios,4 baños,215 m²,2005,960.0,Apartamento,Alquiler
Apartamento en alquiler en Ur. Corpac,"Ur. Corpac, San Isidro, Lima, Lima ",2000.0,1 dormitorio,1 baño,65 m²,2000,200.0,Apartamento,Alquiler
Apartamento en alquiler en Ur. Leuro,"Ur. Leuro, Miraflores, Lima, Lima ",2250.0,1 dormitorio,1 baño,48 m²,2022,210.0,Apartamento,Alquiler
Apartamento en alquiler en Ur. America,"Ur. America, San Isidro, Lima, Lima ",1710.0,1 dormitorio,1 baño,60 m²,1983,304.0,Apartamento,Alquiler
Apartamento en alquiler en Ur. Las Magnolias,"Ur. Las Magnolias, San Borja, Lima, Lima ",2970.0,3 dormitorios,4 baños,220 m²,2004,200.0,Apartamento,Alquiler
Apartamento en alquiler en Provincia de Lima,"Provincia de Lima, Provincia de Lima ",2250.0,2 dormitorios,1 baño,110 m²,2022,304.0,Apartamento,Alquiler
Apartamento en alquiler en San Bartolo,"San Bartolo, Lima, Lima ",5400.0,3 dormitorios,3 baños,88 m²,2018,400.0,Apartamento,Alquiler
Apartamento en alquiler en Ur. Santa Cruz,"Ur. Santa Cruz, Miraflores, Lima, Lima ",5100.0,2 dormitorios,2 baños,172 m²,2019,304.0,Apartamento,Alquiler
Apartamento en alquiler en Ur. Armendariz,"Ur. Armendariz, Miraflores, Lima, Lima ",3150.0,1 dormitorio,15 baños,90 m²,2016,304.0,Apartamento,Alquiler
Apartamento en alquiler en Valle Hermoso Oeste,"Valle Hermoso Oeste, Provincia de Lima, Provincia de Lima ",7752.0,4 dormitorios,4 baños,428 m²,2010,304.0,Apartamento,Alquiler
Apartamento en alquiler en Ur. Santa Cruz,"Ur. Santa Cruz, Miraflores, Lima, Lima ",4050.0,2 dormitorios,2 baños,105 m²,2021,200.0,Apartamento,Alquiler
Apartamento en alquiler en San Miguel de Miraflores,"San Miguel de Miraflores, Urb Cercado de Miraflores, Provincia de Lima, Provincia de Lima ",2340.0,2 dormitorios,1 baño,86 m²,2022,58.0,Apartamento,Alquiler
Apartamento en alquiler en Ur. Armendariz,"Ur. Armendariz, Miraflores, Lima, Lima ",2850.0,2 dormitorios,3 baños,100 m²,2014,300.0,Apartamento,Alquiler
Apartamento en alquiler en Ur. Las Gardenias,"Ur. Las Gardenias, Santiago de Surco, Lima, Lima ",2850.0,1 dormitorio,1 baño,67 m²,2022,304.0,Apartamento,Alquiler
Apartamento en alquiler en Ur. Confraternidad,"Ur. Confraternidad, Barranco, Lima, Lima ",2100.0,1 dormitorio,1 baño,50 m²,2021,304.0,Apartamento,Alquiler
Casa en alquiler en Lima,"Lima, Lima, Lima ",3600.0,4 dormitorios,3 baños,1 Medio baño,2022,304.0,Casa,Alquiler
Apartamento en alquiler en Ur. Santa Cruz,"Ur. Santa Cruz, Miraflores, Lima, Lima ",2790.0,2 dormitorios,2 baños,77 m²,2022,304.0,Apartamento,Alquiler
Casa en alquiler en Ur. El Señorial,"Ur. El Señorial, Cayma, Arequipa, Arequipa ",8000.0,5 dormitorios,4 baños,320 m²,2022,304.0,Casa,Alquiler
Apartamento en alquiler en As. Residencial Virgen Del Carmen,"As. Residencial Virgen Del Carmen, San Martín de Porres, Lima, Lima ",1000.0,3 dormitorios,1 baño,97 m²,2020,304.0,Apartamento,Alquiler
Apartamento en alquiler en Hu. Cercado De Miraflores,"Hu. Cercado De Miraflores, Miraflores, Lima, Lima ",4800.0,2 dormitorios,2 baños,211 m²,2020,304.0,Apartamento,Alquiler
Apartamento en alquiler en Ur. America,"Ur. America, Miraflores, Lima, Lima ",1800.0,1 dormitorio,2 baños,64 m²,1996,304.0,Apartamento,Alquiler
Apartamento en alquiler en Orrantia del Mar,"Orrantia del Mar, Urb Campo de Polo, Provincia de Lima, Provincia de Lima ",3300.0,3 dormitorios,2 baños,125 m²,2022,470.0,Apartamento,Alquiler
Casa en alquiler en La Campestre La Laguna,"La Campestre La Laguna, La Planicie, Provincia de Lima, Provincia de Lima ",4350.0,3 dormitorios,3 baños,300 m²,2005,450.0,Casa,Alquiler
Casa de playa en alquiler en Asia,"Asia, Cañete, Lima ",4000.0,2 dormitorios,2 baños,75 m²,2018,350.0,Casa de playa,Alquiler
Casa en alquiler en La Campestre La Laguna,"La Campestre La Laguna, La Molina, Provincia de Lima, Provincia de Lima ",4350.0,3 dormitorios,3 baños,300 m²,2005,450.0,Casa,Alquiler
Casa en alquiler en La Campestre La Laguna,"La Campestre La Laguna, La Molina, Provincia de Lima, Provincia de Lima ",4350.0,3 dormitorios,3 baños,300 m²,2005,450.0,Casa,Alquiler
