title,location,price_final_pen,bedroom,bathroom,area,year_contruction,maintenance_num,housing_type,operation_type
Apartamento en alquiler en As. Los Rosales,"As. Los Rosales, La Molina, Lima, Lima ",2000.0,3 dormitorios,1 baño,78 m²,2003,120.0,Apartamento,Alquiler
Apartamento en alquiler en Ur. Las Gardenias,"Ur. Las Gardenias, Santiago de Surco, Lima, Lima ",1650.0,1 dormitorio,1 baño,40 m²,2022,1.0,Apartamento,Alquiler
Apartamento en alquiler en Ur. America,"Ur. America, Miraflores, Lima, Lima ",2900.0,2 dormitorios,3 baños,93 m²,2028,550.0,Apartamento,Alquiler
Apartamento en alquiler en Ur. America,"Ur. America, Miraflores, Lima, Lima ",2100.0,2 dormitorios,2 baños,82 m²,2010,400.0,Apartamento,Alquiler
Apartamento en alquiler en Ur. Maranga Etapa V,"Ur. Maranga Etapa V, San Miguel, Lima, Lima ",2500.0,3 dormitorios,2 baños,76 m²,2022,250.0,Apartamento,Alquiler
Apartamento en alquiler en Ur. Santa Ines,"Ur. Santa Ines, San Isidro, Lima, Lima ",9000.0,3 dormitorios,3 baños,330 m²,1998,1.0,Apartamento,Alquiler
Apartamento en alquiler en Urb Cercado de Miraflores,"Urb Cercado de Miraflores, Provincia de Lima, Provincia de Lima ",3600.0,4 dormitorios,3 baños,200 m²,2022,600.0,Apartamento,Alquiler
Apartamento en alquiler en Ur. San Borja,"Ur. San Borja, San Borja, Lima, Lima ",7500.0,4 dormitorios,4 baños,260 m²,2015,600.0,Apartamento,Alquiler
Apartamento en alquiler en Ur. Country Club,"Ur. Country Club, San Isidro, Lima, Lima ",7800.0,3 dormitorios,3 baños,202 m²,2018,650.0,Apartamento,Alquiler
Apartamento en alquiler en Ur. Javier Prado (Cahuache),"Ur. Javier Prado (Cahuache), San Borja, Lima, Lima ",2700.0,2 dormitorios,2 baños,170 m²,2008,304.0,Apartamento,Alquiler
Apartamento en alquiler en Ur. Pedregal De Higuereta(San Atanacio De Pedregal),"Ur. Pedregal De Higuereta(San Atanacio De Pedregal), Surquillo, Lima, Lima ",2600.0,2 dormitorios,2 baños,72 m²,2005,100.0,Apartamento,Alquiler
Casa en alquiler en San Bartolo,"San Bartolo, Lima, Lima ",2000.0,3 dormitorios,3 baños,512 m²,2020,200.0,Casa,Alquiler
Apartamento en alquiler en Ur. Country Club,"Ur. Country Club, San Isidro, Lima, Lima ",3900.0,1 dormitorio,2 baños,104 m²,2018,350.0,Apartamento,Alquiler
Local Comercial en alquiler en Callería,"Callería, Coronel Portillo, Ucayali ",3800.0,2 dormitorios,1 baño,140 m²,2000,304.0,Local Comercial,Alquiler
Apartamento en alquiler en Bellavista,"Bellavista, Callao, Callao ",1650.0,3 dormitorios,2 baños,67 m²,2022,140.0,Apartamento,Alquiler
Apartamento en alquiler en Ba. Del Medico,"Ba. Del Medico, Surquillo, Lima, Lima ",2700.0,3 dormitorios,2 baños,75 m²,2022,250.0,Apartamento,Alquiler
Apartamento en alquiler en Ur. Balta,"Ur. Balta, Miraflores, Lima, Lima ",3600.0,3 dormitorios,2 baños,160 m²,1997,540.0,Apartamento,Alquiler
Apartamento en alquiler en Ur. San Felipe,"Ur. San Felipe, Jesús María, Lima, Lima ",2800.0,3 dormitorios,3 baños,83 m²,2020,265.0,Apartamento,Alquiler
Apartamento en alquiler en Ur. La Viñita,"Ur. La Viñita, Barranco, Lima, Lima ",2300.0,1 dormitorio,1 baño,41 m²,2021,190.0,Apartamento,Alquiler
Casa en alquiler en San Borja,"San Borja, Lima, Lima ",7200.0,4 dormitorios,3 baños,301 m²,1988,304.0,Casa,Alquiler
Apartamento en alquiler en Ur. America,"Ur. America, Miraflores, Lima, Lima ",3600.0,2 dormitorios,4 baños,150 m²,2000,650.0,Apartamento,Alquiler
Casa en alquiler en Punta Hermosa,"Punta Hermosa, Lima, Lima ",2000.0,3 dormitorios,3 baños,512 m²,2020,200.0,Casa,Alquiler
Apartamento en alquiler en Ur. El Rosal,"Ur. El Rosal, Miraflores, Lima, Lima ",3000.0,2 dormitorios,3 baños,106 m²,2016,495.0,Apartamento,Alquiler
Apartamento en alquiler en Cajamarca,"Cajamarca, Cajamarca, Cajamarca ",1050.0,3 dormitorios,1 baño,70 m²,2022,304.0,Apartamento,Alquiler
Apartamento en alquiler en Ur. Chacarilla Del Estanque,"Ur. Chacarilla Del Estanque, Santiago de Surco, Lima, Lima ",5000.0,3 dormitorios,3 baños,135 m²,2020,550.0,Apartamento,Alquiler
Apartamento en alquiler en Ur. Balta,"Ur. Balta, Miraflores, Lima, Lima ",4800.0,3 dormitorios,2 baños,144 m²,1982,304.0,Apartamento,Alquiler
Casa en alquiler en Ur. Javier Prado (Cahuache),"Ur. Javier Prado (Cahuache), San Borja, Lima, Lima ",5100.0,9 dormitorios,9 baños,200 m²,2012,304.0,Casa,Alquiler
Apartamento en alquiler en Hu. Cercado De Miraflores,"Hu. Cercado De Miraflores, Miraflores, Lima, Lima ",2850.0,3 dormitorios,2 baños,119 m²,2012,370.0,Apartamento,Alquiler
Casa en alquiler en Cajamarca,"Cajamarca, Cajamarca, Cajamarca ",5600.0,8 dormitorios,4 baños,205 m²,2022,304.0,Casa,Alquiler
Apartamento en alquiler en Ur. San Juan Sector A,"Ur. San Juan Sector A, San Juan de Miraflores, Lima, Lima ",1700.0,4 dormitorios,3 baños,80 m²,2022,304.0,Apartamento,Alquiler
Casa en alquiler en San Bartolo,"San Bartolo, Lima, Lima ",3300.0,3 dormitorios,3 baños,180 m²,2020,200.0,Casa,Alquiler
Apartamento en alquiler en Ur. San Antonio,"Ur. San Antonio, Miraflores, Lima, Lima ",4200.0,3 dormitorios,4 baños,210 m²,2015,650.0,Apartamento,Alquiler
Apartamento en alquiler en Surco,"Surco, Santiago De Surco, Lima, Lima ",3750.0,3 dormitorios,3 baños,150 m²,2010,600.0,Apartamento,Alquiler
Apartamento en alquiler en Zona 7-B,"Zona 7-B, Urb San Borja, Provincia de Lima, Provincia de Lima ",2370.0,3 dormitorios,3 baños,150 m²,2022,290.0,Apartamento,Alquiler
Apartamento en alquiler en Chiclayo,"Chiclayo, Chiclayo, Lambayeque ",2500.0,2 dormitorios,3 baños,120 m²,2022,304.0,Apartamento,Alquiler
Casa en alquiler en Piura,"Piura, Piura, Piura ",3600.0,4 dormitorios,4 baños,300 m²,2010,304.0,Casa,Alquiler
Apartamento en alquiler en Ur. Tambo De Monterrico,"Ur. Tambo De Monterrico, Santiago de Surco, Lima, Lima ",2250.0,1 dormitorio,1 baño,77 m²,2010,304.0,Apartamento,Alquiler
Apartamento en alquiler en El Palomar,"El Palomar, Provincia de Lima, Provincia de Lima ",2400.0,2 dormitorios,1 baño,70 m²,1995,120.0,Apartamento,Alquiler
Apartamento en alquiler en Chacra Rios Sur,"Chacra Rios Sur, Provincia de Lima, Provincia de Lima ",1746.0,3 dormitorios,2 baños,69 m²,2017,304.0,Apartamento,Alquiler
Habitación en alquiler en Ur. Los Cedros De Villa Etapa I,"Ur. Los Cedros De Villa Etapa I, Chorrillos, Lima, Lima ",700.0,1 dormitorio,1 baño,20 m²,2000,304.0,Habitación,Alquiler
Apartamento en alquiler en Santiago de Surco,"Santiago de Surco, Lima, Lima ",1950.0,3 dormitorios,3 baños,165 m²,2010,800.0,Apartamento,Alquiler
Apartamento en alquiler en Ur. Balta,"Ur. Balta, Miraflores, Lima, Lima ",2850.0,3 dormitorios,3 baños,100 m²,2010,400.0,Apartamento,Alquiler
Apartamento en alquiler en Hu. Cercado De Miraflores,"Hu. Cercado De Miraflores, Miraflores, Lima, Lima ",2850.0,1 dormitorio,2 baños,140 m²,2010,304.0,Apartamento,Alquiler
Apartamento en alquiler en Ur. Linda Vista De Monterrico,"Ur. Linda Vista De Monterrico, Ate, Lima, Lima ",2200.0,3 dormitorios,2 baños,95 m²,2014,180.0,Apartamento,Alquiler
Apartamento en alquiler en Castilla,"Castilla, Piura, Piura ",3000.0,3 dormitorios,2 baños,100 m²,2015,300.0,Apartamento,Alquiler
Apartamento en alquiler en Ur. Miramar,"Ur. Miramar, San Miguel, Lima, Lima ",3000.0,3 dormitorios,3 baños,125 m²,2019,450.0,Apartamento,Alquiler
Apartamento en alquiler en Ur. Miramar,"Ur. Miramar, San Miguel, Lima, Lima ",1900.0,3 dormitorios,2 baños,62 m²,1999,200.0,Apartamento,Alquiler
Apartamento en alquiler en Ur. Leuro,"Ur. Leuro, Miraflores, Lima, Lima ",3500.0,3 dormitorios,3 baños,95 m²,2008,304.0,Apartamento,Alquiler
Apartamento en alquiler en Ur. Confraternidad,"Ur. Confraternidad, Barranco, Lima, Lima ",2100.0,1 dormitorio,1 baño,41 m²,2023,200.0,Apartamento,Alquiler
Apartamento en alquiler en Petit Jean Ocharán,"Petit Jean Ocharán, Urb Cercado de Miraflores, Provincia de Lima, Provincia de Lima ",2100.0,1 dormitorio,2 baños,60 m²,2022,280.0,Apartamento,Alquiler
Apartamento en alquiler en Hu. Cercado De Miraflores,"Hu. Cercado De Miraflores, Miraflores, Lima, Lima ",2790.0,2 dormitorios,3 baños,130 m²,2018,530.0,Apartamento,Alquiler
Apartamento en alquiler en San Isidro,"San Isidro, Lima, Lima ",3900.0,2 dormitorios,2 baños,154 m²,2015,680.0,Apartamento,Alquiler
Apartamento en alquiler en Zona 7-B,"Zona 7-B, Urb San Borja, Provincia de Lima, Provincia de Lima ",2900.0,3 dormitorios,3 baños,150 m²,2022,290.0,Apartamento,Alquiler
Apartamento en alquiler en Lurigancho,"Lurigancho, Lima, Lima ",1110.0,3 dormitorios,2 baños,85 m²,2022,304.0,Apartamento,Alquiler
Apartamento en alquiler en Hu. Cercado De Miraflores,"Hu. Cercado De Miraflores, Miraflores, Lima, Lima ",2700.0,2 dormitorios,3 baños,180 m²,1990,400.0,Apartamento,Alquiler
Apartamento en alquiler en Ur. Avitentel (Entel Peru),"Ur. Avitentel (Entel Peru), San Juan de Miraflores, Lima, Lima ",1500.0,3 dormitorios,2 baños,98 m²,2022,304.0,Apartamento,Alquiler
Apartamento en alquiler en Ur. Chacarilla Santa Cruz,"Ur. Chacarilla Santa Cruz, San Isidro, Lima, Lima ",2370.0,2 dormitorios,3 baños,63 m²,2010,210.0,Apartamento,Alquiler
Apartamento en alquiler en Ur. Tambo De Monterrico,"Ur. Tambo De Monterrico, Santiago de Surco, Lima, Lima ",2400.0,2 dormitorios,2 baños,72 m²,2013,260.0,Apartamento,Alquiler
Apartamento en alquiler en El Bosque,"El Bosque, Cayma, Arequipa, Arequipa ",4800.0,3 dormitorios,5 baños,250 m²,2022,304.0,Apartamento,Alquiler
Apartamento en alquiler en Ur. Balta,"Ur. Balta, Miraflores, Lima, Lima ",7500.0,3 dormitorios,4 baños,200 m²,2020,600.0,Apartamento,Alquiler
Apartamento en alquiler en Ur. Parque Internacional De Industria Y Comercio,"Ur. Parque Internacional De Industria Y Comercio, Callao, Callao, Callao ",1300.0,2 dormitorios,2 baños,69 m²,2013,1.0,Apartamento,Alquiler
Apartamento en alquiler en Ur. Leuro,"Ur. Leuro, Miraflores, Lima, Lima ",3100.0,3 dormitorios,3 baños,103 m²,2013,400.0,Apartamento,Alquiler
Apartamento en alquiler en Ur. La Capilla (U-2),"Ur. La Capilla (U-2), La Molina, Lima, Lima ",1400.0,2 dormitorios,2 baños,50 m²,1998,1.0,Apartamento,Alquiler
Apartamento en alquiler en Ur. Aurora,"Ur. Aurora, Miraflores, Lima, Lima ",3600.0,3 dormitorios,2 baños,150 m²,2017,670.0,Apartamento,Alquiler
Apartamento en alquiler en Ur. Santa Cruz,"Ur. Santa Cruz, Miraflores, Lima, Lima ",6000.0,3 dormitorios,2 baños,175 m²,2004,840.0,Apartamento,Alquiler
Apartamento en alquiler en Ur. America,"Ur. America, Miraflores, Lima, Lima ",3000.0,2 dormitorios,3 baños,106 m²,2010,575.0,Apartamento,Alquiler
Apartamento en alquiler en Ur. Oyague,"Ur. Oyague, Pueblo Libre, Lima, Lima ",2200.0,3 dormitorios,2 baños,112 m²,2011,174.0,Apartamento,Alquiler
Apartamento en alquiler en Ur. San Isidro,"Ur. San Isidro, San Isidro, Lima, Lima ",3750.0,3 dormitorios,2 baños,150 m²,1990,650.0,Apartamento,Alquiler
Apartamento en alquiler en Ur. Aurora,"Ur. Aurora, Surquillo, Lima, Lima ",2800.0,2 dormitorios,2 baños,78 m²,2019,304.0,Apartamento,Alquiler
Apartamento en alquiler en Ur. Los Portales De Javier Prado Etapa Ii,"Ur. Los Portales De Javier Prado Etapa Ii, Ate, Lima, Lima ",1400.0,2 dormitorios,2 baños,75 m²,2017,50.0,Apartamento,Alquiler
Apartamento en alquiler en Ur. Monterrico Norte,"Ur. Monterrico Norte, San Borja, Lima, Lima ",3450.0,3 dormitorios,3 baños,139 m²,2022,500.0,Apartamento,Alquiler
Apartamento en alquiler en Ur. Chacarilla Del Estanque,"Ur. Chacarilla Del Estanque, San Borja, Lima, Lima ",3450.0,3 dormitorios,3 baños,1 Medio baño,2022,304.0,Apartamento,Alquiler
Apartamento en alquiler en Ur. San Miguel,"Ur. San Miguel, San Miguel, Lima, Lima ",1410.0,2 dormitorios,1 baño,45 m²,2023,304.0,Apartamento,Alquiler
Casa en alquiler en Cayma,"Cayma, Arequipa, Arequipa ",3000.0,3 dormitorios,3 baños,165 m²,2010,304.0,Casa,Alquiler
Apartamento en alquiler en Ur. San Ignacio,"Ur. San Ignacio, Barranco, Lima, Lima ",2310.0,1 dormitorio,1 baño,45 m²,2022,304.0,Apartamento,Alquiler
Apartamento en alquiler en Ur. San Luis,"Ur. San Luis, Miraflores, Lima, Lima ",2550.0,2 dormitorios,1 baño,73 m²,2023,304.0,Apartamento,Alquiler
Apartamento en alquiler en Ur. Libertad,"Ur. Libertad, San Miguel, Lima, Lima ",2400.0,3 dormitorios,2 baños,88 m²,2022,250.0,Apartamento,Alquiler
Apartamento en alquiler en Ur. Santa Cruz,"Ur. Santa Cruz, Miraflores, Lima, Lima ",7500.0,3 dormitorios,2 baños,158 m²,2014,1.0,Apartamento,Alquiler
Apartamento en alquiler en Ur. Leuro,"Ur. Leuro, Miraflores, Lima, Lima ",2400.0,2 dormitorios,1 baño,47 m²,1983,304.0,Apartamento,Alquiler
Apartamento en alquiler en Urb Residencial Valle Hermoso,"Urb Residencial Valle Hermoso, Provincia de Lima, Municipalidad Metropolitana de Lima ",3000.0,3 dormitorios,4 baños,175 m²,2022,300.0,Apartamento,Alquiler
Apartamento en alquiler en Res Villa Militar,"Res Villa Militar, Tacna, Tacna ",900.0,2 dormitorios,1 baño,75 m²,2020,304.0,Apartamento,Alquiler
Apartamento en alquiler en Ur. Orrantia,"Ur. Orrantia, San Isidro, Lima, Lima ",3900.0,2 dormitorios,3 baños,154 m²,2018,680.0,Apartamento,Alquiler
Casa en alquiler en La Banda de Shilcayo,"La Banda de Shilcayo, San Martín, San Martín ",3800.0,4 dormitorios,5 baños,200 m²,2022,304.0,Casa,Alquiler
Casa de playa en alquiler en Punta Hermosa,"Punta Hermosa, Lima, Lima ",3000.0,3 dormitorios,3 baños,126 m²,2020,450.0,Casa de playa,Alquiler
Apartamento en alquiler en Hu. Ex Fundo Monterrico Chico Parcela 2 (San Idelfonso Del Vivero),"Hu. Ex Fundo Monterrico Chico Parcela 2 (San Idelfonso Del Vivero), Santiago de Surco, Lima, Lima ",3600.0,3 dormitorios,3 baños,148 m²,2012,455.0,Apartamento,Alquiler
Apartamento en alquiler en Miraflores,"Miraflores, Lima, Lima ",2100.0,1 dormitorio,1 baño,54 m²,2019,370.0,Apartamento,Alquiler
Apartamento en alquiler en Hu. Ex Fundo Monterrico Chico Parcela 2 (San Idelfonso Del Vivero),"Hu. Ex Fundo Monterrico Chico Parcela 2 (San Idelfonso Del Vivero), Santiago de Surco, Lima, Lima ",3600.0,3 dormitorios,2 baños,150 m²,2010,450.0,Apartamento,Alquiler
Apartamento en alquiler en San Isidro,"San Isidro, Lima, Lima ",3300.0,2 dormitorios,3 baños,127 m²,2018,300.0,Apartamento,Alquiler
Apartamento en alquiler en Ur. Balta,"Ur. Balta, Miraflores, Lima, Lima ",2550.0,3 dormitorios,2 baños,190 m²,2022,250.0,Apartamento,Alquiler
Apartamento en alquiler en Ur. America,"Ur. America, Miraflores, Lima, Lima ",4800.0,2 dormitorios,3 baños,104 m²,2005,635.0,Apartamento,Alquiler
Apartamento en alquiler en Ur. Corpac,"Ur. Corpac, San Isidro, Lima, Lima ",2250.0,3 dormitorios,2 baños,134 m²,2000,100.0,Apartamento,Alquiler
Apartamento en alquiler en Ur. Arboleda De Maranga,"Ur. Arboleda De Maranga, San Miguel, Lima, Lima ",1437.0,3 dormitorios,3 baños,1 Medio baño,2022,304.0,Apartamento,Alquiler
Apartamento en alquiler en Ur. La Viñita,"Ur. La Viñita, Barranco, Lima, Lima ",1950.0,1 dormitorio,1 baño,42 m²,2017,304.0,Apartamento,Alquiler
Apartamento en alquiler en Urb Señorial,"Urb Señorial, Arequipa, Arequipa ",1750.0,3 dormitorios,3 baños,105 m²,2020,304.0,Apartamento,Alquiler
Casa en alquiler en Ur. El Palomar,"Ur. El Palomar, San Isidro, Lima, Lima ",7800.0,4 dormitorios,5 baños,351 m²,1958,304.0,Casa,Alquiler
Apartamento en alquiler en Ur. San Eduardo,"Ur. San Eduardo, Chiclayo, Chiclayo, Lambayeque ",2200.0,2 dormitorios,2 baños,120 m²,2022,230.0,Apartamento,Alquiler
Apartamento en alquiler en Ur. A. Cabrejos Falla,"Ur. A. Cabrejos Falla, Chiclayo, Chiclayo, Lambayeque ",3000.0,3 dormitorios,4 baños,145 m²,2022,500.0,Apartamento,Alquiler
Apartamento en alquiler en Ur. San Isidro,"Ur. San Isidro, San Isidro, Lima, Lima ",1860.0,1 dormitorio,1 baño,49 m²,1998,350.0,Apartamento,Alquiler
Casa en alquiler en San Isidro,"San Isidro, Lima, Lima ",5700.0,3 dormitorios,3 baños,311 m²,2022,304.0,Casa,Alquiler
Apartamento en alquiler en Ur. La Viñita,"Ur. La Viñita, Barranco, Lima, Lima ",1950.0,1 dormitorio,1 baño,51 m²,2022,260.0,Apartamento,Alquiler
Apartamento en alquiler en Magdalena del Mar,"Magdalena del Mar, Lima, Lima ",2940.0,3 dormitorios,2 baños,126 m²,2014,300.0,Apartamento,Alquiler
Apartamento en alquiler en Ur. Aurora Este,"Ur. Aurora Este, Surquillo, Lima, Lima ",3300.0,4 dormitorios,3 baños,160 m²,2013,300.0,Apartamento,Alquiler
Habitación en alquiler en Castilla,"Castilla, Piura, Piura ",345.0,3 dormitorios,2 baños,8 m²,2016,304.0,Habitación,Alquiler
Apartamento en alquiler en Ur. Armendariz,"Ur. Armendariz, Miraflores, Lima, Lima ",3500.0,3 dormitorios,3 baños,125 m²,2010,614.0,Apartamento,Alquiler
Apartamento en alquiler en Ur. La Huaca,"Ur. La Huaca, La Perla, Callao, Callao ",1500.0,3 dormitorios,2 baños,57 m²,2017,150.0,Apartamento,Alquiler
Apartamento en alquiler en Surquillo,"Surquillo, Lima, Lima ",1900.0,1 dormitorio,1 baño,44 m²,2018,150.0,Apartamento,Alquiler
Apartamento en alquiler en Ur. La Calera De Monterrico,"Ur. La Calera De Monterrico, Surquillo, Lima, Lima ",2400.0,3 dormitorios,2 baños,75 m²,2017,170.0,Apartamento,Alquiler
Apartamento en alquiler en Ur. San Felipe,"Ur. San Felipe, Jesús María, Lima, Lima ",2200.0,2 dormitorios,3 baños,80 m²,2012,304.0,Apartamento,Alquiler
Casa en alquiler en Sd. Aeropuerto De Collique,"Sd. Aeropuerto De Collique, Comas, Lima, Lima ",3200.0,4 dormitorios,2 baños,140 m²,1980,304.0,Casa,Alquiler
Apartamento en alquiler en Comas,"Comas, Lima, Lima ",1500.0,3 dormitorios,2 baños,102 m²,2022,120.0,Apartamento,Alquiler
Apartamento en alquiler en Ur. Los Chasquis Iii Etapa,"Ur. Los Chasquis Iii Etapa, Comas, Lima, Lima ",1350.0,3 dormitorios,2 baños,76 m²,2020,120.0,Apartamento,Alquiler
Apartamento en alquiler en Hu. Cercado De Miraflores,"Hu. Cercado De Miraflores, Miraflores, Lima, Lima ",2190.0,2 dormitorios,3 baños,117 m²,2005,280.0,Apartamento,Alquiler
Apartamento en alquiler en Los Frutales,"Los Frutales, Arequipa, Arequipa, Arequipa ",2000.0,1 dormitorio,1 baño,71 m²,2020,238.0,Apartamento,Alquiler
Apartamento en alquiler en Ur. Manuel Prado,"Ur. Manuel Prado, Paucarpata, Arequipa, Arequipa ",2700.0,5 dormitorios,5 baños,210 m²,2020,60.0,Apartamento,Alquiler
Apartamento en alquiler en Ur. Los Andenes,"Ur. Los Andenes, Cayma, Arequipa, Arequipa ",2200.0,3 dormitorios,3 baños,145 m²,2022,150.0,Apartamento,Alquiler
Casa en alquiler en As. Virgen Del Rosario,"As. Virgen Del Rosario, Comas, Lima, Lima ",3500.0,4 dormitorios,3 baños,195 m²,2003,304.0,Casa,Alquiler
Apartamento en alquiler en Yanahuara,"Yanahuara, Arequipa, Arequipa ",2100.0,4 dormitorios,2 baños,110 m²,2016,100.0,Apartamento,Alquiler
Apartamento en alquiler en Ur. San Isidro,"Ur. San Isidro, San Isidro, Lima, Lima ",2900.0,2 dormitorios,2 baños,62 m²,2023,250.0,Apartamento,Alquiler
Apartamento en alquiler en Miraflores,"Miraflores, Arequipa, Arequipa ",3900.0,3 dormitorios,3 baños,190 m²,2015,300.0,Apartamento,Alquiler
Apartamento en alquiler en Ur. Barboncito,"Ur. Barboncito, Miraflores, Lima, Lima ",2370.0,2 dormitorios,2 baños,65 m²,2013,240.0,Apartamento,Alquiler
Casa en alquiler en Ur. El Cortijo Etapa I,"Ur. El Cortijo Etapa I, Santiago de Surco, Lima, Lima ",7500.0,5 dormitorios,7 baños,360 m²,2015,1.0,Casa,Alquiler
Apartamento en alquiler en Hu. Cercado De Miraflores,"Hu. Cercado De Miraflores, Miraflores, Lima, Lima ",999.0,1 dormitorio,1 baño,20 m²,2000,304.0,Apartamento,Alquiler
Apartamento en alquiler en Ur. Balta,"Ur. Balta, Miraflores, Lima, Lima ",2100.0,2 dormitorios,2 baños,90 m²,2013,1.0,Apartamento,Alquiler
Apartamento en alquiler en Ur. Balta,"Ur. Balta, Miraflores, Lima, Lima ",3750.0,3 dormitorios,4 baños,160 m²,2022,304.0,Apartamento,Alquiler
Apartamento en alquiler en Chiclayo,"Chiclayo, Lambayeque ",2100.0,3 dormitorios,2 baños,130 m²,2022,304.0,Apartamento,Alquiler
Casa en alquiler en Ur. Santa Cruz,"Ur. Santa Cruz, Miraflores, Lima, Lima ",3900.0,4 dormitorios,3 baños,220 m²,1980,100.0,Casa,Alquiler
Apartamento en alquiler en As. La Era,"As. La Era, Lurigancho, Lima, Lima ",1000.0,3 dormitorios,2 baños,67 m²,2017,110.0,Apartamento,Alquiler
Apartamento en alquiler en Ur. El Totoral,"Ur. El Totoral, Santiago de Surco, Lima, Lima ",2000.0,3 dormitorios,1 baño,90 m²,2018,100.0,Apartamento,Alquiler
Apartamento en alquiler en Ur. Parque San Martin,"Ur. Parque San Martin, Pueblo Libre, Lima, Lima ",2600.0,3 dormitorios,2 baños,85 m²,2015,304.0,Apartamento,Alquiler
Apartamento en alquiler en Ur. Humboldt,"Ur. Humboldt, Miraflores, Lima, Lima ",2700.0,3 dormitorios,4 baños,100 m²,2013,290.0,Apartamento,Alquiler
Apartamento en alquiler en Ur. San Jose (Santa Cecilia),"Ur. San Jose (Santa Cecilia), Bellavista, Callao, Callao ",1450.0,2 dormitorios,2 baños,65 m²,2023,50.0,Apartamento,Alquiler
Apartamento en alquiler en Ur. San Jose (Santa Cecilia),"Ur. San Jose (Santa Cecilia), Bellavista, Callao, Callao ",1350.0,2 dormitorios,1 baño,50 m²,2023,50.0,Apartamento,Alquiler
Apartamento en alquiler en Ur. Jardin,"Ur. Jardin, San Isidro, Lima, Lima ",3000.0,2 dormitorios,2 baños,72 m²,2021,250.0,Apartamento,Alquiler
Apartamento en alquiler en Hu. Cercado De Miraflores,"Hu. Cercado De Miraflores, Miraflores, Lima, Lima ",3000.0,2 dormitorios,2 baños,100 m²,2014,575.0,Apartamento,Alquiler
Apartamento en alquiler en Ur. Santa Rosa De Surco,"Ur. Santa Rosa De Surco, Santiago de Surco, Lima, Lima ",2800.0,4 dormitorios,4 baños,120 m²,2014,100.0,Apartamento,Alquiler
Casa en alquiler en Ur. Country Club,"Ur. Country Club, San Isidro, Lima, Lima ",5700.0,5 dormitorios,5 baños,186 m²,2022,304.0,Casa,Alquiler
Apartamento en alquiler en Hu. Cercado De Miraflores,"Hu. Cercado De Miraflores, Miraflores, Lima, Lima ",3750.0,4 dormitorios,3 baños,200 m²,2003,600.0,Apartamento,Alquiler
Apartamento en alquiler en Ur. Los Rosales Ampliacion Etapa Ii,"Ur. Los Rosales Ampliacion Etapa Ii, Santiago de Surco, Lima, Lima ",2300.0,3 dormitorios,3 baños,118 m²,1992,120.0,Apartamento,Alquiler
Apartamento en alquiler en Urb San Luis,"Urb San Luis, Provincia de Lima, Provincia de Lima ",2550.0,2 dormitorios,2 baños,75 m²,2017,330.0,Apartamento,Alquiler
Apartamento en alquiler en Ur. San Luis,"Ur. San Luis, Barranco, Lima, Lima ",2100.0,1 dormitorio,1 baño,57 m²,2014,350.0,Apartamento,Alquiler
Apartamento en alquiler en Ur. Country Club,"Ur. Country Club, San Isidro, Lima, Lima ",5040.0,2 dormitorios,2 baños,1 Medio baño,2022,304.0,Apartamento,Alquiler
Apartamento en alquiler en Ur. 28 De Julio,"Ur. 28 De Julio, Pueblo Libre, Lima, Lima ",1650.0,2 dormitorios,1 baño,110 m²,2022,304.0,Apartamento,Alquiler
Apartamento en alquiler en Ur. La Calera De La Merced,"Ur. La Calera De La Merced, Surquillo, Lima, Lima ",2400.0,3 dormitorios,2 baños,75 m²,2022,180.0,Apartamento,Alquiler
Apartamento en alquiler en Ur. Leuro,"Ur. Leuro, Miraflores, Lima, Lima ",2550.0,3 dormitorios,3 baños,135 m²,2000,430.0,Apartamento,Alquiler
Apartamento en alquiler en Santiago de Surco,"Santiago de Surco, Lima, Lima ",2040.0,3 dormitorios,2 baños,100 m²,2022,236.0,Apartamento,Alquiler
Apartamento en alquiler en Ur. Santa Cruz,"Ur. Santa Cruz, Miraflores, Lima, Lima ",9000.0,3 dormitorios,3 baños,225 m²,2022,950.0,Apartamento,Alquiler
Casa en alquiler en Los Alamos,"Los Alamos, Arequipa, Arequipa, Arequipa ",3500.0,5 dormitorios,4 baños,200 m²,2022,304.0,Casa,Alquiler
Apartamento en alquiler en Ur. Chacarilla Santa Cruz Zona Santa Isabel B,"Ur. Chacarilla Santa Cruz Zona Santa Isabel B, San Isidro, Lima, Lima ",4500.0,3 dormitorios,4 baños,162 m²,2021,1.0,Apartamento,Alquiler
Apartamento en alquiler en Urb Confraternidad,"Urb Confraternidad, Provincia de Lima, Provincia de Lima ",3000.0,1 dormitorio,2 baños,91 m²,2022,400.0,Apartamento,Alquiler
Apartamento en alquiler en Ur. San Cesar Etapa I,"Ur. San Cesar Etapa I, La Molina, Lima, Lima ",1800.0,2 dormitorios,1 baño,40 m²,2017,304.0,Apartamento,Alquiler
Apartamento en alquiler en Ur. Confraternidad,"Ur. Confraternidad, Barranco, Lima, Lima ",2300.0,1 dormitorio,1 baño,40 m²,2022,304.0,Apartamento,Alquiler
Apartamento en alquiler en Ur. Balta,"Ur. Balta, Miraflores, Lima, Lima ",2550.0,2 dormitorios,3 baños,113 m²,2022,503.0,Apartamento,Alquiler
Apartamento en alquiler en Ur. Las Gardenias,"Ur. Las Gardenias, Santiago de Surco, Lima, Lima ",1650.0,1 dormitorio,1 baño,40 m²,2000,1.0,Apartamento,Alquiler
